order_id,customer_id,purchase_timestamp,delivered_customer_date
00259a44fcad3fc0474329e925d14fc3,8a04e75a04c11b76156ef03b8ea45a18,2017-12-27,2018-01-04
002691433f09002ac9ca0c4e8dbb8ead,f77be85d218371e1afd9685f7ae828b2,2017-02-02,2017-02-07
0026a368634b6e6f34f33b1499773a30,2ecb0fc377050ca3b001d3a199e951ec,2017-10-27,2017-11-07
00275bce676303c3bfd7292aefdfa223,c5e94cf711798a7bdde48952d2b3ee28,2017-11-24,2017-12-04
002955b0acc63d04f6724a31967e82bd,f139f07dd192b4c3a1b21082a9c632a2,2017-12-18,2017-12-26
002b430ff89b3a24c31a1170acbbedea,b1f8d8ebab0d8174f573bb6797ba8240,2017-06-20,2017-06-29
002d040018d12a3853c059f7f23ab5b1,125afe43321f838bed64b7e0ecfddba4,2017-11-19,2017-11-27
002f98c0f7efd42638ed6100ca699b42,2e875ea57961ad115cec13fef0920ae6,2017-08-04,2017-08-07
0030d783f979fbc5981e75613b057344,199888480790cc4f6135f3a3e11af83e,2017-11-24,2018-01-06
003324c70b19a16798817b2b3640e721,fbe6316a06058c651539cbf59ec5a0ef,2017-05-18,2017-05-30
00335b686d693c7d72deeb12f8e89227,22b12c9c5bc6ba994b2423d87d3bb88a,2017-07-17,2017-09-12
00337fe25a3780b3424d9ad7c5a4b35e,3c857a6f7828bfb70fb712e2393cfd1b,2017-09-25,2017-09-27
0035246a40f520710769010f752e7507,d56ded4569dd9821b2f83710a56afbde,2017-08-17,2017-08-28
0035c0b07126fe9c24a325216fb96064,9392534851a5f1f12396b5f897f9f2ad,2017-11-24,2017-12-07
0036887767dea4bd43b1a88cd0d9477a,6d151e185615942c0bc8cd9373471ad1,2017-10-13,2017-10-23
003d804eef0e1b856881cd18e0cc0d4c,3f7fe16073dbdd44c23f327bab3def2c,2017-11-17,2018-01-10
004157daafa0bc8672e01f00e4f0c04f,e7aa5a5869f3e9d7d04fd3aa5f90631f,2017-05-21,2017-06-02
00418a49a685c6bb60633291c3fab17a,3b776563843bf7cb5adb4e65296aefae,2017-10-03,2017-10-05
0045e3085f083f0f38d24bb3f22e6593,5eb8cc30e45a67bdb05240e7e735967d,2017-08-10,2017-08-29
0046e1d57f4c07c8c92ab26be8c3dfc0,b0efd7adeb04d15b16edaedd11215d40,2017-09-26,2017-09-29
00471463a6106056c1a2a809f70de640,1e57acebf9849b1d7af7c21c14c1b99f,2017-09-21,2017-10-12
00482f2670787292280e0a8153d82467,d4c784ecad19dfe09e63ffaf9ada82a3,2017-02-13,2017-02-15
0049edf42837aa808e03552a62bd2158,c5cc879614b6acdf5b62db3edd062e81,2017-12-30,2018-01-30
004ba47bb589cdbc485e6025bd6d3c81,8b9c297f4874622ea42c249bba3854d7,2017-12-25,2017-12-29
004d76fef3dd46eb4f70da049c8d1f93,b96d7210632c1e88eafbf34998081f43,2017-12-20,2017-12-26
004eab0fd8f28adaf8d488976f77febe,5b861df2503dbc8ca307dfb7e18b300b,2017-08-02,2017-08-03
004fb11815bc03b01b20a614eef69d14,aaeafdd832692cf3b77f4eeded665088,2017-11-25,2017-12-16
004fb5e6f90a178dc74ad2b016649249,31293649410caf78cd0a64bfc3ff3d78,2017-06-11,2017-06-16
00571ded73b3c061925584feab0db425,106106992030e0d83e6f1bc9d4054070,2017-05-18,2017-05-30
00584d79015452d19fd3d044ba3abdc0,e4c1da04e1d03a2f6f276ebcb68b8253,2017-07-23,2017-07-26
00588f5f20fee630b83d4709e0a42715,0b9779c6ddf61db3641edd60f13be109,2017-08-18,2017-08-30
005b49de51a4e006055e8487a50ad8e4,8797820f6554668a5b835ff74cd077df,2017-04-09,2017-04-27
005cad6157eadc7f1f09917607f1704a,3ecdba3759728beba1f9ed3643e133d3,2017-04-15,2017-05-03
005d9a5423d47281ac463a968b3936fb,6204c4e582a95b6a350adf6988623bfb,2017-10-18,2017-10-27
00602f25bffa1dcfb71e202fbf9824fb,a4e15c3b37a5bdc379b5d9a8b7b37450,2017-11-01,2017-11-27
0064d74f7de7917d54768d7722ad56ac,f793d2815c27a46dafc9c92a1c960103,2017-09-10,2017-09-14
00664284de7a3470d22931ed78615ee4,8a996e32e8d729f4f10947fb34bf5763,2017-09-24,2017-10-03
0068468c453d28c8ef3fd089e50a5847,051be26c01eaee2404f19132b80da15f,2017-11-24,2017-12-14
00685d31ae12e47470ba5c18ba74f22c,f113042ff356f926d517f3087d4a1ba8,2017-08-27,2017-10-04
0068e836900867da359bd81db9227a33,f765c27dd5ad5be41dd370e1ee4657b4,2017-09-29,2017-10-05
006cba07f62f921fe4f58365bde2b2eb,daec6ee742b2b2ce14fcb41bd844045a,2017-08-14,2017-08-18
006dd93155bc2abd844cc5eed3a0fe7f,fd01a8dd276ac93aec73fde385389de9,2017-12-02,2017-12-07
006e05e81c068ddc38e48ebe189b922e,41e36b7ef606e5f8d7d85358fabbdd88,2017-12-27,2018-01-03
006e43460a55bc60c0a437521e426529,1df0a296f852bdf1a17b085730f4b894,2017-05-11,2017-05-19
0070092bb6004faafa287e5fc35971e9,0ee84527dd65b0a7fadd79df2fc273fe,2017-07-25,2017-07-27
00750f68bb64537034e93554c64b41b5,d77caf275e9f22055520d5a58bf0691f,2017-11-12,2017-11-14
00772b2af35643653f108fdac1155ee3,88fcb680dc8cd2e540010c0750b78242,2017-04-24,2017-05-06
00789ce015e7e5791c7914f32bb4fad4,2605c5e0b518e57802205cfb05246774,2017-06-28,2017-07-17
0078a358a14592b887eb140ef515f5ab,a6f9ff98ef3cedac9d8a2b88afc89972,2017-11-06,2017-11-21
007beb35f98c075747e6fc4fd1c0cb73,539a46fd0fe17b457ea27dacf709c406,2017-09-23,2017-10-04
007ec946d4f798caf2b43c9d44c56421,25e6bea0f352b9c61d1bed324da0f5cb,2017-11-24,2017-12-06
0080eebb288dba1857ccf048dfe6bdfe,1024d89da874e3e84179752404838ab0,2017-08-11,2017-08-18
0081ce648af7d6a7bac2a93b6035d1e3,83ae47dedb34563d71d7a406f282d2eb,2017-11-08,2017-11-22
0084209c576daad6ff4534902fcb4892,f3c96794acb463d2a2785d4eb46af0bf,2017-07-05,2017-07-18
008720830a8a30e39e6f22f81818a141,634348bbcede56e5731bfb277a34ca80,2017-08-13,2017-08-18
0087889a1c836be17f58afd7f1729a4a,a2dbc98e10ce1a8a3a0c98b4b41ef63c,2017-10-23,2017-10-24
00891ba5de66f55000ee358ceea9b345,d0cceb06b81f83e06c5cb63c3f9cb8d3,2017-05-14,2017-05-23
008eaf9004164883520d0bd32b107261,b7eccb8247dce2f986bc667143eb475e,2017-07-10,2017-07-21
008fab5602c441d51f30b1464f5d4643,7e2a8ae1e36400f3da3f99af72023648,2017-02-22,2017-03-03
0093cbf16a6afb7f0ab7cc821b6f9e92,89b30dd291178926f8564ac63b8d663a,2017-11-11,2017-11-25
00946f674d880be1f188abc10ad7cf46,1d74273c053909be057f50f65b48522f,2017-12-09,2017-12-17
0094dc9ea7e3cd54d95aea42685673ff,a6b24ceddbf05b497a2dcdc301984aaf,2017-03-07,2017-03-14
0095790a64527ec83aeaaf99023c050e,35ecdf6858edc6427223b64804cf028e,2017-11-15,2017-12-07
009742b43f4530bc3db7f62332c50f4b,bcbab0dedb521d9c5412dd8913b2c900,2017-10-24,2017-12-06
00975e709cd12c34d3bd44e4a7f7a876,ebcca806966fdf4317d0741eeee16004,2017-08-21,2017-08-23
0098dbda25722a3f019fe252a0cd10b3,8c81d87b1a876ac44f968c7f112501f5,2017-09-19,2017-10-02
009ac365164f8e06f59d18a08045f6c4,1e5dec3847fa11b24069995161a7b95e,2017-11-23,2017-11-29
009e11afa25aa95ae78e60a793995c9b,b3c1bc5b24affd7cfb96752860b44640,2017-10-19,2017-10-31
009fa9bd0d92710e840793bfefa80867,0124721bc33e0aa6772b42d4ccfd01db,2017-06-14,2017-07-08
00a13ab02fbe82f78cd84f14e41564ed,6e766da2653f726764bc9879a3512931,2017-12-09,2017-12-14
00a174dbf11967d260033fa6ab711493,898106ec3d6efd802c031b7e7bbcc1fb,2017-11-27,2017-12-19
00a250dbdb3153cc6ecf4d3f07ef6a17,8004f80e361a5ee23aadb7418a685fc2,2017-12-10,2017-12-14
00a3a334aec7455a6d3319981499a3da,a3b14b09ee78619350083da5c35f0193,2017-10-25,2017-11-04
00a77f9cc25b05b2004752593d7b8888,87dff19086a1aa321cf06195ab40631c,2017-06-22,2017-07-07
00a843f5a80c7aea894c558acc29f513,2c06826e53407560a26cc44d66d22726,2017-09-01,2017-09-11
00a9536682ecb394a3794c1608200803,c5f6047fb345ffd234cf5b26268988be,2017-05-12,2017-05-22
00aa423621f35a9ca6c6240f275b0640,6d00d37733cf5dcb758f7e1b35829411,2017-11-23,2017-12-04
00ab1aba567dfebdc39caa4e7ca2f1b2,8f060d52f9c6e9244dc0cba5951bb6ff,2017-09-01,2017-09-12
00af53fdc2002f5b6a8f16db648e003b,7062c39f1843312ff40c29838e4a8960,2017-06-20,2017-07-03
00b4a910f64f24dbcac04fe54088a443,4831f388aaf5dfed43c1bd4455f37eac,2017-01-18,2017-01-26
00b676b01c289cc661c6f7732492771a,15b521471c36ed411359347ff8257b79,2017-08-02,2017-08-15
00ba414462370af2d76195d12e0d5481,034f3cf671ecc03610f2ce339ee72f4b,2017-11-30,2017-12-16
00bbc4179554524748f77763ddd62266,a15630ebd61b2a42d78cb93fbebeda88,2017-08-08,2017-08-14
00bc78808b22918a467b2fa4b8ef5d68,14b1fe83a6c8579f0502b467afe01b7c,2017-04-23,2017-05-02
00bcee890eba57a9767c7b5ca12d3a1b,70457f5d80967f5f4083e0cde7e89ab6,2017-07-22,2017-07-27
00bd8cf08fa3998ea6ad6d16c2165822,4cfea1c0d66ed41b769d78040e59fa73,2017-12-01,2017-12-05
00bf1320ffb5fe47a845feca16c0e0b4,585a7960832446ae265d9d254b542ed0,2017-09-26,2017-11-01
00c00d5b36157595e21108ba1da2828f,ecdd7200b5bc4a68c5e75117d61a5751,2017-09-11,2017-10-04
00c2335723b9b74668062e946dc66621,e26c256b09efa85577c1c600cf1e9bea,2017-12-31,2018-01-09
00c405bd71187154a7846862f585a9d4,58b051c30d684ac12a2049a49c856203,2017-10-23,2017-10-31
00c47fefb9a49baec12ab3654d7f548e,c555d42202667b1e09e50e7667b6a663,2017-12-06,2018-01-16
00c81b6675ef9ecaaff5fc1d6720b96c,f372db7693e8b9df2f201a59b1a15c20,2017-10-24,2017-10-30
00c842d0ae6462afc1d38fc055b02c75,9065112d8c6b59afef09c2fc67c5025e,2017-11-08,2017-11-21
00c95282163553a982f38481f9488481,b51d73d8179d999b81550d846940a720,2017-08-09,2017-08-17
00c9d9e61ed13f5bf2f0344da1aa4775,d69dd0996ca6a4f85b132eca6f19ef3d,2017-02-24,2017-03-06
00c9f7d4b0e87781465e562dc109f6aa,aed98e376f0a3685776366a2ba55e4ee,2017-05-21,2017-05-31
00cb18db3d9c03f8386e7fc70cad2504,cee4e6509d99d45518c65d26971c1cbb,2017-07-12,2017-07-19
00cf47526e0f7920b381b2baf4ecf1c7,5883c17380bc970921a6c79ee2ea51ae,2017-02-09,2017-02-16
00cfabbe2a93b70beeec4894f86712a8,ea2aebf6103bf1a7588746b16238eb4d,2017-06-10,2017-06-22
00d03eb3425f41a599ae2f788e23c07f,dc87b4f4f0af2ecaa16efb92ca1d34fb,2017-02-17,2017-04-09
00d29386638bbfd1331a2cd7ab91b5b5,270b3b73305179f848bbc74e576f2808,2017-09-26,2017-10-04
00d4439957b7fd3f8da4a33a965817fb,6fcd81a947162c4b4fd4cc59b204dbad,2017-04-19,2017-05-03
00d50baf1bc56a3c59de1810a6b84b0d,c3cce848055be6edcdf13a5509930333,2017-05-23,2017-06-28
00d8d65b666158b633f96054d31af43b,34dd888b565982c76c7a9ee9dc41db4e,2017-10-13,2017-11-07
00d94e8901b75ee0d6ef1f87f947b666,53f34954c078f5034197993c0e109b95,2017-05-01,2017-05-23
00d9ac423c9ad6781c0ed04e87666691,0cc2ee1112a11a1094eff52fa2e87150,2017-10-03,2017-10-24
00df27e666004db9f14bce766fa5327c,588e6801be0610dc8c81d04eb23acd22,2017-11-18,2017-11-23
00dfb074b5c910fbd08e04691c4b712f,94ea9edee3656707894565f35cb8570d,2017-06-08,2017-06-15
00e1bdb3f1388c8ed222597ee4fa01e7,c9fb70924f052a5ca6c30588acd6e87b,2017-05-15,2017-05-24
00e4050fe32e786290a29c61141e979f,78774ba79d649db8da39ea74e4aff736,2017-08-12,2017-08-24
00e5b655df1cc911466758210325c67c,a89fe4bf01e67497dd3b1aaa9a43f41d,2017-07-07,2017-07-18
00e7aeced1d61792368ec7bf8b967a90,c76c0ebec1c44b44dca88e42b23149f1,2017-04-13,2017-05-04
00e7ee1b050b8499577073aeb2a297a1,861eff4711a542e4b93843c6dd7febb0,2017-05-16,2017-05-25
00ea690fe8c5eba029a3884243a02352,9403bc2d1bc24edda854c1c389c14da1,2017-11-25,2017-12-18
00ec95a58b63378d4cc06d196cdefdf6,a046d29175845b313e52f2dff96cc050,2017-12-24,2018-01-03
00ed64bc080d87b4ab7f0c433bc5e98f,77479db0fa60ddc453f3743abc02be23,2017-05-30,2017-06-07
00f1c7c1542f5f86c3091749d9e939d8,d567f29ec5fa447c99e949f337f3a35c,2017-12-15,2017-12-26
00f1cc7439ccb8671133776d1829faf5,ec4d3f58a02a9b6a80fdf59418416b5f,2017-11-22,2017-12-01
00f2c876aa08fbba04199823952e96c1,9ad4f9335cac4ef80ebf85ce93dee011,2017-04-06,2017-04-18
00f324f6ec332cd73ef8be4888573662,fad38f61bf94f5c7e3509e5fc4c7eb6d,2017-06-29,2017-07-17
00f33ee62c15223679d3550e751c37cd,7d70830062fb69cd2b3f095aa6ad8fd0,2017-11-25,2017-12-18
00f5fbdc777e8198c1ee008122e28ae3,78f1426483887323ca6f074d0e76f3b6,2017-07-29,2017-08-10
00f6dbc6195397197ee147ee45607a2c,466a171e9af288fa7c8d2e5d90c7f672,2017-05-01,2017-05-17
00f98eaeddb9debc8df8cb27e08216d4,3880b8d94e3a64bca0e7df6c5f05c29a,2017-10-18,2017-10-23
00fb055886536063afa0dbee07a0944f,696b9f2a7a5565a5b79d8490514d3f3e,2017-05-24,2017-06-01
00fb278a99144cc1004b3ed1452ff5e1,0a4a2b4c194b982d2ded16856464ead0,2017-03-05,2017-03-10
00fbcd8b120e5706c58b9d1a0026a7da,e97d62ecbf23184875db94c696c9c00a,2017-11-14,2017-12-06
00fdb72e467da6f3b000b19b368a6cf6,cf24fc26d6007e7a24eb804c9ef6a0de,2017-10-24,2017-10-31
00fed9e582d5a3e38566872eec164ac6,b5b46581465f851df3529a30d2503f59,2017-09-26,2017-10-09
010061e3aa0c6ed5e393dda0652bbee8,038301b43811478e1a8dc0e476eaf52e,2017-11-13,2017-11-24
01006620eb4732deec44be4b0d9e33cd,b81bc44c4da3f95ddfc71773b8e922b4,2017-10-14,2017-10-24
010078e0913f48d014483bd856c01ca1,9fedd99d17871d39dd3a65eb45e0d792,2017-11-26,2017-12-05
0108fba93678555ad1cec9c267848187,6a5cf4459fd3a29f02b960b8f2d3ee7e,2017-06-04,2017-06-07
01094e169d4b14edaf6954eeddb83633,d2787622df9fd933c164f7cf696a4e2a,2017-09-27,2017-10-17
010a35dc7fc3808a03d243d2fd8c6e35,c90f4838718f64510792abce92a1a7b5,2017-12-16,2017-12-22
010ab3b1993057e91f825c672375a66d,e2340cef700ec4ec7e6a338976b1dc13,2017-02-20,2017-03-02
010b0f6bd323a9effd095a743e660f26,4093226671a7fef20920692b9093c6c6,2017-07-18,2017-07-26
010b143d83a59b355cd5a75c0f0fd785,51d121ddc025c1b70f8f62a1b727aecf,2017-08-30,2017-09-18
010c995323bc17d8156fbe2c37fed63e,29bf728e7c1b9d7b19f9f617f56c5349,2017-03-25,2017-03-31
010d14f76a229c295260e4ca4744acc7,258212f72c68bfd7d05ca8b3e59b5157,2017-12-01,2017-12-18
010e7dda85fff564e8b7076ae3928efb,81d59547135bb962c771484f86d08c11,2017-11-27,2017-12-12
010ff1cfe12f3094577e72b7bcecdf98,7fa12ff85543277b8842b68a31eca5c2,2017-10-11,2017-10-19
011105c3b5b8693eda1bfb1f152cec2a,e2c40c8b0afea459059e4f2b8d22b6f0,2017-07-31,2017-08-08
011108c8a3d6eee6807f48a2e639439f,81e28eaa424ddc2aeeeaaeff72f0f9f6,2017-04-25,2017-05-19
011331376a4c6cc7a9e5bc165ec169d0,e8ead022ae2b3779a4aafdcb1bba8f31,2017-06-23,2017-07-05
011375f941b3695c3c3ee58bfe0d3655,f2274f10e72e18fc77be57393daebbb8,2017-09-23,2017-10-06
0114835d7f0b3f674b70a989411e31c1,bc63c4173e1894a960b5e018ad16eeae,2017-08-31,2017-09-04
01156b662f3f47b249b5a8881d205f08,04b6b856b16a682a6906b6ff778f7479,2017-09-13,2017-09-27
0115abf6b892040abfdd5bdfcb6b2c51,71d99240b28b20f7b0d9046d9ff6cbe6,2017-04-20,2017-05-15
0115d160c5fbd758a139ff90821db60d,ff9d2f60401262b9da1e868f956fb2a8,2017-08-29,2017-09-18
0115f8bb1dc16d3fac863ce1deb037b6,af97d12238b4f8b2fdd11edeaa843655,2017-06-30,2017-07-07
011667ae100a333a3051c9a23e3f0283,1c721d062a04d51d8d3887dca3571cf4,2017-11-29,2017-12-07
011a56023faf5bbb9af634e20a85f7bc,1af28a3c717ee367ac8e4ed5e03d21ad,2017-05-10,2017-05-18
011abf147a69ba486bae3a74b6cd1814,b54e1edda36c3e8918ba9c97ec8c7c4e,2017-05-12,2017-05-22
011af0959ebf2b09a062867811dc63b5,6e3fb31caa2b7dc1177aea46a7483f9b,2017-08-06,2017-08-09
011b8dd4f8c36fd4fcf50643ce91d58a,4c05f8d6dade0512d22f8894e2b6b2a9,2017-07-07,2017-08-04
011f9dff2545a2cf8ac1809faed3ec88,db9fa24c8ae633ca73fb9b8cf741574e,2017-08-01,2017-08-09
01218a8a807fc187849529e6f12237a9,2c82b177d38aab12878490fd1658434e,2017-10-22,2017-11-01
0121cfa7c946e6589f50d7012d3eb5eb,8215ca540d5abcc9e3564f69e898769f,2017-08-30,2017-09-06
0123098b96f3d4014545642be53d891c,f3719a64d17b893e959fbf553021d3b3,2017-08-15,2017-08-29
0124f01177fc17cf20e1974621fd759a,3de8a3becddf5418bd75a3a695ebb6a3,2017-05-13,2017-05-22
012973f4cb6743d00d7e2644ddc8804c,98373acca5178086924094608b1ddca7,2017-01-27,2017-02-06
012a238ab54294a3b365812ccc82b135,b1079e3544bf2cf3786e52f5f0220738,2017-09-07,2017-09-19
012bea13f9a355c983efb59a3f23583a,26f8790baee110479bb7cb362e16134a,2017-11-24,2017-12-15
012d8cbea490e6102cee6a2088aaa785,dcae8fca76db245777ee6f6f3f6d3253,2017-10-19,2017-11-03
012eab2625c5f8aaac6f37f2c19ef62f,74d3316a8a3535f05feed75b4df15e7a,2017-11-04,2017-11-14
012f255bd5034b8e7fb3c91566a91cc8,aca661b86a424c1cbea17d14787d3ce3,2017-10-06,2017-10-09
012f29911fcd2f1209d937741a6bbc6f,28dcad8be7db3ef1b0e1f5da9f19bec9,2017-05-16,2017-05-22
012f2c4ca09b101a73e18957c3294cd6,9df040be9d7656d4c912b62472bfcf05,2017-05-07,2017-05-15
013037c3f1773cc8fdbaf8ff54d8013b,f25c64d74c6188c7fb8d3c58d83c6a85,2017-03-28,2017-04-03
01311f2795d8463a11f9422173687696,01d4d353f424ed250bf892af49d30abe,2017-10-25,2017-11-07
0132158c30672a8c52997a2492613ec2,520a88dae0fd97b3230c7d36aea4196b,2017-03-13,2017-03-15
0132451f29a10b66a5cf1bacc85f9afe,aaff146bd210808c7d004a05966472a7,2017-11-08,2017-11-17
0132d77609dd6e1867515ec57d898c10,4465b5c91c87e80f405456b8c3fef46c,2017-09-27,2017-10-09
01336d091c57d8be1feca330c5f047bd,036758198b848af7b0e0211d9323a081,2017-06-19,2017-06-27
0135675503322d804abef7ec5ed4824b,d47c6631d67f856392d0c8040db162d2,2017-10-22,2017-10-30
01358622f65717728b3b2ec2cf4e8812,bfe8411cb6fed718c3879fac9847f23f,2017-10-28,2017-10-31
0136390286be8a34efdc801ed150568f,4e65032f1f574189fb793bac5a867bbc,2017-07-16,2017-07-24
01380d0df5b7dc8bd13f2266a57bd42c,6e2064e4da450befb0b70bb2f0c68f64,2017-04-17,2017-04-21
013b811ba81339b7634ab5231c547e6a,51c0a2b83d6b0d4fabe39990e43140c2,2017-10-24,2017-11-01
013bc5ce14f856d31efc8bebdc3a278f,511ac552669ae0bea0aa5e724f69f28d,2017-02-06,2017-02-14
014176e9538672a32d2a9b73bf53a31f,0fd8ff3aed86ac28b280a2b352cd7689,2017-12-01,2017-12-19
01428962dce3b65e5433eaeb16c0f48f,3e8ec82c18ec9053aca2a527a3eb8494,2017-07-13,2017-07-31
0143924743f240e1fdcd6a8918fbe147,197e7a981a20a197855fb41c4ffe8c5e,2017-07-18,2017-07-21
014405982914c2cde2796ddcf0b8703d,e8d87ee946600f7753579a074fbd2d5d,2017-07-26,2017-07-31
014e36af18c280a94d880a16b2f00713,c2919fbdb45366551c1e80d5cb35cd3f,2017-11-01,2017-11-09
014f1e63f9bd4f5578edcf4e5c305a0a,95abd88649da5a5d03837dc62e6b2091,2017-04-09,2017-04-17
014ffbfe2df4c96a2b063d084583978f,6c893cb84f2fdb0afd6fc87eb5c054c8,2017-11-23,2017-12-07
01500f2503fa84279982d9d87750021a,1f4dd20e59017acccdc1888bd80fd381,2017-09-09,2017-09-14
015183dcb37f19e0456905fa5aac0b69,2ecb8546a5c0ea3c74dfa8b77a321370,2017-03-06,2017-03-09
0152f10d04554388634b75f079f069fc,83c09d2636754fee9e24a68c6abb16e7,2017-09-17,2017-09-22
0159b449009b3f8748ed7c56e9d84afe,cd7ba8d9c38011e37b802cbf80798696,2017-12-26,2017-12-28
015dd4d6681d1d15c0afebef64a0a092,1b49bd8407444b8155fc943866a0e645,2017-11-07,2017-11-09
015f079801c424fda3edc48be99267de,33c1c5ea039f51616c3d36434b8da36b,2017-04-06,2017-04-20
01614e3e58906ab6c7e2f27e9b349f1a,6c85f456bb81ba219f67b16c1e9f5bcb,2017-10-02,2017-10-06
0161962c6c561d3acfaa3e2db9a14f96,966a694c2313fe31e910adc3369f9dd5,2017-09-12,2017-09-20
01625f404436eb3cb98cba1e9433db29,25d006b3634dea40c307e9ad13b41894,2017-06-08,2017-06-19
01633cfec0376ac9f2606e271ede5574,5254e267e74196f1e1c275f9716c89a7,2017-02-23,2017-03-16
01643942766bdec224d5593041f714e6,e31b80f478df67bee358c8d799deeef7,2017-08-05,2017-08-22
016495aaab3fb481dc9decab2b4fdbfb,cc1166c2411979ef1709678719e5d771,2017-11-19,2017-11-22
01667048de265bad400b945f29b52526,675bbd87e94431bd6c6fc90aefa1427d,2017-07-01,2017-07-17
016726239765c18f66826453f39c64e3,6724236615afbc343645dacfa693fae0,2017-06-14,2017-06-16
016754282c7690ebd6658f9f8e0a49bb,7ed352d323845dec6500b903ad773570,2017-06-06,2017-06-08
0168a7f186c1f066748d15d8c51f489a,ff5017601705e932d5545e0eb337cd0b,2017-05-13,2017-05-18
016a6dbc80aea6e2d217d2bedbc7b59e,9c0d3116a3594b1d4d2b28b871ac22fd,2017-04-13,2017-04-19
016b1af508245e59ef75d83e3fe20a92,2b883561eef84b78755217c2d06ef360,2017-04-06,2017-04-19
016befe103ce7c9e5b1b7ef359777eea,96a9e66285108791875512fa49cab22f,2017-09-03,2017-09-11
016c6bb57a9de6b4e8f938fa6dde61b3,804eb66464db178ab95f5f4ced1f4a9a,2017-11-27,2017-12-05
016d1bdf6efab4f6b805df1c03043113,48aee83c86f97efcbe8143093423578c,2017-10-04,2017-12-01
016dee69b3de35a39bfccee5309307c3,65673eb10bb25611b2a9eda38b0e57ff,2017-01-14,2017-01-26
016e4acfc34b9f2abc69795f47c92f0e,a6d070c5bb1625afedbac4c019de0176,2017-09-15,2017-09-18
0170fdd7ac7c7bbad5308207bd25a679,82902ed35742cd23bb67a4b774a0bc63,2017-07-04,2017-07-10
0171835bbc71bcfacc26e9f59d56b62c,62fe3c4ffefb1c3462cb546598df78f8,2017-06-24,2017-07-03
01719300f9ca182b8361556a3873d8ed,a3a5ea7b1ca85d1a9e4a756cfbf0060d,2017-08-28,2017-09-04
01725657be56c432d5aaa2f914ae2c56,69171b423d7a60f907d5e8131ffc6908,2017-10-17,2017-10-24
0173932ad60ecb31c620fc523d9f40bd,06e1d389f74c352f6e4e4c0436e1ffcb,2017-10-17,2017-10-25
0173e291db71c3e688829f7f03e2d34a,9692198eb90ef81bbe24655e8ccbd394,2017-07-07,2017-07-15
017499de14d22ef9e9a83ca54727480e,da42590d5fb158dedc2996e0cdf95a58,2017-07-11,2017-07-19
0176a6846bcb3b0d3aa3116a9a768597,13613cae6e3bfea8327a916246c96cc9,2017-12-25,2017-12-29
